"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","API Tests","0","Usuarios","1","0","Validar usuario por objeto","0"
"0","API Tests","0","Usuarios","1","0","Obtener lista de usuarios","0"
"0","API Tests","0","Usuarios","1","0","Crear un nuevo post","0"
"0","API Tests","0","Usuarios","1","0","Obtener usuario por ID","0"
